"","city","city_ibge_code","date","epidemiological_week","estimated_population","estimated_population_2019","is_last","is_repeated","last_available_confirmed","last_available_confirmed_per_100k_inhabitants","last_available_date","last_available_death_rate","last_available_deaths","order_for_place","place_type","state","new_confirmed","new_deaths","tempo"
"239","São Paulo",3550308,2020-10-20,43,12325232,12252023,"False","False",306428,2486.18444,"2020-10-20",0.0435,13337,239,"city","SP",957,47,238
"240","São Paulo",3550308,2020-10-21,43,12325232,12252023,"False","False",307230,2492.69142,"2020-10-21",0.0435,13358,240,"city","SP",802,21,239
"241","São Paulo",3550308,2020-10-22,43,12325232,12252023,"False","False",308077,2499.5635,"2020-10-22",0.0434,13376,241,"city","SP",847,18,240
"242","São Paulo",3550308,2020-10-23,43,12325232,12252023,"False","False",309507,2511.16571,"2020-10-23",0.0433,13395,242,"city","SP",1430,19,241
"243","São Paulo",3550308,2020-10-24,43,12325232,12252023,"False","False",310693,2520.78825,"2020-10-24",0.0432,13427,243,"city","SP",1186,32,242
"244","São Paulo",3550308,2020-10-25,44,12325232,12252023,"False","False",311116,2524.22023,"2020-10-25",0.0432,13431,244,"city","SP",423,4,243
"245","São Paulo",3550308,2020-10-26,44,12325232,12252023,"False","False",311301,2525.72122,"2020-10-26",0.0431,13432,245,"city","SP",185,1,244
"246","São Paulo",3550308,2020-10-27,44,12325232,12252023,"False","False",312632,2536.52021,"2020-10-27",0.043,13451,246,"city","SP",1331,19,245
"247","São Paulo",3550308,2020-10-28,44,12325232,12252023,"False","False",313720,2545.34763,"2020-10-28",0.043,13497,247,"city","SP",1088,46,246
"248","São Paulo",3550308,2020-10-29,44,12325232,12252023,"False","False",315009,2555.80585,"2020-10-29",0.043,13533,248,"city","SP",1289,36,247
"249","São Paulo",3550308,2020-10-30,44,12325232,12252023,"False","False",316265,2565.99632,"2020-10-30",0.0429,13581,249,"city","SP",1256,48,248
"250","São Paulo",3550308,2020-10-31,44,12325232,12252023,"False","False",316970,2571.7163,"2020-10-31",0.0429,13597,250,"city","SP",705,16,249
"251","São Paulo",3550308,2020-11-01,45,12325232,12252023,"False","True",316970,2571.7163,"2020-10-31",0.0429,13597,251,"city","SP",0,0,250
"252","São Paulo",3550308,2020-11-02,45,12325232,12252023,"False","False",317346,2574.76695,"2020-11-02",0.0429,13605,252,"city","SP",376,8,251
"253","São Paulo",3550308,2020-11-03,45,12325232,12252023,"False","False",317533,2576.28416,"2020-11-03",0.0428,13606,253,"city","SP",187,1,252
"254","São Paulo",3550308,2020-11-04,45,12325232,12252023,"False","False",318533,2584.3976,"2020-11-04",0.0429,13660,254,"city","SP",1000,54,253
"255","São Paulo",3550308,2020-11-05,45,12325232,12252023,"False","False",319156,2589.45227,"2020-11-05",0.043,13715,255,"city","SP",623,55,254
"256","São Paulo",3550308,2020-11-06,45,12325232,12252023,"False","True",319156,2589.45227,"2020-11-05",0.043,13715,256,"city","SP",0,0,255
"257","São Paulo",3550308,2020-11-07,45,12325232,12252023,"False","True",319156,2589.45227,"2020-11-05",0.043,13715,257,"city","SP",0,0,256
"258","São Paulo",3550308,2020-11-08,46,12325232,12252023,"False","True",319156,2589.45227,"2020-11-05",0.043,13715,258,"city","SP",0,0,257
"259","São Paulo",3550308,2020-11-09,46,12325232,12252023,"False","True",319156,2589.45227,"2020-11-05",0.043,13715,259,"city","SP",0,0,258
"260","São Paulo",3550308,2020-11-10,46,12325232,12252023,"False","False",324462,2632.50217,"2020-11-10",0.0423,13715,260,"city","SP",5306,0,259
"261","São Paulo",3550308,2020-11-11,46,12325232,12252023,"False","False",325408,2640.17748,"2020-11-11",0.0423,13767,261,"city","SP",946,52,260
"262","São Paulo",3550308,2020-11-12,46,12325232,12252023,"False","False",327185,2654.59506,"2020-11-12",0.0423,13840,262,"city","SP",1777,73,261
"263","São Paulo",3550308,2020-11-13,46,12325232,12252023,"False","False",328953,2668.93962,"2020-11-13",0.0421,13840,263,"city","SP",1768,0,262
"264","São Paulo",3550308,2020-11-14,46,12325232,12252023,"False","False",330266,2679.59256,"2020-11-14",0.0422,13949,264,"city","SP",1313,109,263
"265","São Paulo",3550308,2020-11-15,47,12325232,12252023,"False","False",330566,2682.02659,"2020-11-15",0.0422,13952,265,"city","SP",300,3,264
"266","São Paulo",3550308,2020-11-16,47,12325232,12252023,"False","False",330753,2683.54381,"2020-11-16",0.0422,13958,266,"city","SP",187,6,265
"267","São Paulo",3550308,2020-11-17,47,12325232,12252023,"False","False",333009,2701.84772,"2020-11-17",0.0421,14007,267,"city","SP",2256,49,266
"268","São Paulo",3550308,2020-11-18,47,12325232,12252023,"True","False",334733,2715.83529,"2020-11-18",0.042,14067,268,"city","SP",1724,60,267
